CustomerID,Age,Income,SpendingScore,Gender,EducationLevel,FamilySize,MaritalStatus,TotalSpend,AvgOrderValue,Frequency,Recency,Tenure,WebVisitsPerMonth,Wines,Fruits,Meat,Fish,Sweets,Gold,WebPurchases,CatalogPurchases,StorePurchases,DealsPurchased,CampaignsAccepted,Complains,_TrueSegment
992,49,22550,11,1,3,5,1,327,327.0,3,76,5,2,25,32,30,3,0,4,1,1,6,2,0,0,Conservative Minimizers
993,45,96114,11,1,3,2,0,373,69.99,10,53,12,2,235,23,306,2,7,110,0,0,5,4,1,0,Affluent Conservatives
994,24,18725,80,1,5,4,1,1534,72.71,13,12,0,13,41,83,23,137,70,4,4,4,6,0,0,0,Budget-Conscious Explorers
995,63,25699,28,0,3,1,1,323,67.56,1,114,5,2,29,33,17,1,8,2,1,0,0,1,0,0,Conservative Minimizers
996,42,86232,18,0,4,4,0,373,55.52,5,79,8,3,515,3,392,4,8,31,1,3,2,3,3,0,Affluent Conservatives
997,29,30022,29,1,2,2,1,436,125.98,1,47,8,2,26,7,28,2,4,1,3,0,3,1,1,0,Conservative Minimizers
998,33,74345,62,0,2,1,1,1698,76.71,21,12,4,8,679,46,389,57,1,55,12,2,13,3,3,0,High-Value Trendsetters
999,20,22989,78,0,4,1,0,1588,53.48,14,30,1,10,4,49,52,72,4,10,4,5,11,0,1,0,Budget-Conscious Explorers
1000,34,84584,10,1,2,3,0,446,117.02,3,64,6,2,321,34,349,7,0,81,4,0,2,5,1,0,Affluent Conservatives
1001,32,96586,85,1,4,2,1,1603,75.2,21,8,7,6,850,2,486,36,13,88,10,4,11,1,3,0,High-Value Trendsetters
1002,35,99366,83,1,3,1,0,1665,79.88,12,11,7,5,810,83,539,28,1,105,10,2,16,2,3,0,High-Value Trendsetters
1003,33,93837,84,1,4,1,0,1564,64.12,20,8,2,10,491,113,494,14,1,110,10,1,7,1,2,0,High-Value Trendsetters
1004,32,93224,91,0,4,1,1,1722,71.96,18,5,8,10,649,13,560,47,30,104,5,3,11,1,3,0,High-Value Trendsetters
1005,38,86358,89,0,4,4,0,1742,79.55,21,11,3,8,622,200,595,17,20,91,6,2,11,1,3,0,High-Value Trendsetters
1006,34,79504,99,1,4,2,0,1583,85.49,18,16,6,7,583,39,449,56,8,83,6,2,10,5,3,0,High-Value Trendsetters
1007,50,26250,21,1,5,3,1,348,100.77,3,43,4,1,32,13,22,1,1,3,3,0,1,4,0,0,Conservative Minimizers
1008,23,21275,82,1,4,1,0,1625,83.76,16,31,1,15,86,34,24,99,13,3,3,6,13,1,0,0,Budget-Conscious Explorers
1009,42,32828,28,0,3,1,0,498,273.77,3,86,13,1,25,15,11,3,4,2,0,1,1,3,0,0,Conservative Minimizers
1010,29,99279,79,1,2,2,1,1703,80.31,19,11,5,7,645,35,608,34,7,92,16,2,10,1,3,0,High-Value Trendsetters
1011,51,87287,24,1,5,3,0,414,114.2,6,56,9,0,354,24,267,11,3,89,3,0,0,0,3,0,Affluent Conservatives
1012,24,25510,79,0,2,3,1,1700,64.85,12,2,1,12,103,27,27,6,3,3,7,2,9,3,1,0,Budget-Conscious Explorers
1013,20,29640,86,1,3,3,1,1487,97.67,15,10,1,13,78,124,49,46,11,17,6,3,7,1,1,0,Budget-Conscious Explorers
1014,28,101143,84,1,4,1,1,1682,70.24,16,11,6,8,731,26,492,1,12,115,12,4,7,2,2,0,High-Value Trendsetters
1015,45,88976,15,1,4,2,0,360,59.36,8,77,7,3,340,2,238,1,14,52,2,2,4,2,1,0,Affluent Conservatives
1016,40,93357,29,0,3,2,1,332,39.38,8,46,8,2,488,2,364,7,1,88,1,0,1,1,2,0,Affluent Conservatives
1017,46,87737,30,0,3,3,0,229,26.39,8,57,11,5,429,25,406,24,20,79,2,0,0,3,1,0,Affluent Conservatives
1018,21,27802,78,0,4,4,1,1517,72.76,14,33,3,15,86,43,26,21,9,3,5,4,9,3,0,0,Budget-Conscious Explorers
1019,34,93283,79,0,5,4,0,1593,65.31,17,16,3,8,809,38,342,27,18,84,8,3,11,0,3,0,High-Value Trendsetters
1020,37,66792,14,1,4,2,1,370,82.8,8,71,5,0,388,11,242,13,9,84,2,2,3,4,2,0,Affluent Conservatives
1021,43,96956,19,1,4,4,0,303,47.79,4,68,10,3,343,2,193,9,3,90,0,1,4,4,2,0,Affluent Conservatives
1022,37,87718,74,1,3,1,1,1603,70.61,16,23,5,11,783,31,507,244,20,72,13,5,14,2,2,0,High-Value Trendsetters
1023,45,83803,21,0,3,3,1,403,77.29,3,60,3,3,462,0,366,26,2,126,3,4,7,2,0,0,Affluent Conservatives
1024,28,80462,90,1,4,6,1,1514,84.37,19,8,6,8,535,25,451,22,62,113,6,5,15,1,4,0,High-Value Trendsetters
1025,22,14670,78,1,1,1,1,1605,201.7,31,34,2,9,91,87,44,12,14,6,9,2,10,1,1,0,Budget-Conscious Explorers
1026,23,26793,72,1,3,1,1,1586,162.08,16,26,2,17,73,40,8,11,29,5,7,1,13,2,1,0,Budget-Conscious Explorers
1027,52,25296,21,1,3,1,0,441,142.08,3,67,9,2,14,0,7,7,1,4,0,0,1,1,1,0,Conservative Minimizers
1028,32,101174,75,1,4,2,1,1648,58.75,20,10,5,8,679,42,433,47,24,120,7,3,11,2,3,0,High-Value Trendsetters
1029,20,22420,92,1,3,3,1,1631,63.05,16,16,2,14,44,31,52,0,1,7,3,2,7,5,0,0,Budget-Conscious Explorers
1030,53,27882,21,1,3,3,0,364,205.61,4,36,7,1,20,15,12,3,1,1,2,0,2,0,2,0,Conservative Minimizers
1031,37,38167,21,0,4,2,1,329,63.94,1,92,10,2,42,29,30,33,1,7,0,0,2,2,0,0,Conservative Minimizers
1032,29,100417,75,0,2,2,0,1577,59.7,21,8,2,10,640,21,408,39,92,98,5,1,9,0,4,0,High-Value Trendsetters
1033,25,23295,78,0,2,1,0,1645,126.18,18,38,1,7,55,62,6,33,13,15,7,3,10,3,0,0,Budget-Conscious Explorers
1034,49,80404,8,0,3,3,1,404,60.2,7,64,12,3,393,7,400,12,1,90,1,5,3,1,1,0,Affluent Conservatives
1035,35,107537,92,1,3,3,1,1696,74.97,23,10,0,8,766,57,377,32,2,60,8,1,11,0,4,0,High-Value Trendsetters
1036,18,24461,89,0,3,2,0,1574,70.65,15,24,1,12,66,196,49,64,48,15,7,2,10,2,1,0,Budget-Conscious Explorers
1037,45,83097,21,1,4,1,0,324,44.39,5,47,8,3,289,16,305,13,1,68,2,0,4,2,1,0,Affluent Conservatives
1038,28,88576,99,1,2,4,1,1614,64.47,19,12,2,7,711,62,406,96,2,88,7,2,14,0,1,0,High-Value Trendsetters
1039,56,20185,23,0,3,2,0,430,114.07,2,96,3,2,16,11,8,5,5,3,0,0,2,2,2,0,Conservative Minimizers
1040,46,80970,76,0,5,3,1,1652,104.03,21,12,5,5,879,200,497,7,9,103,6,1,12,2,3,0,High-Value Trendsetters
1041,27,29340,81,0,1,1,1,1549,100.9,22,29,2,11,44,93,29,44,13,6,3,0,3,2,1,0,Budget-Conscious Explorers
1042,24,17012,69,1,3,4,1,1532,147.54,20,4,3,8,69,0,29,33,23,14,3,1,9,2,1,0,Budget-Conscious Explorers
1043,35,100031,11,0,3,1,1,361,72.63,7,60,7,1,296,9,158,9,3,98,2,1,3,1,1,0,Affluent Conservatives
1044,20,28143,77,0,4,5,0,1465,106.91,14,29,0,12,76,26,83,16,16,7,6,1,11,2,0,0,Budget-Conscious Explorers
1045,24,20877,61,1,4,3,0,1496,53.37,12,25,1,10,70,38,13,20,57,9,6,2,5,2,1,0,Budget-Conscious Explorers
1046,25,24383,75,1,3,1,1,1520,76.93,7,35,2,14,78,0,38,12,9,11,3,2,5,1,0,0,Budget-Conscious Explorers
1047,41,83260,8,0,3,5,0,359,80.14,5,60,13,2,512,11,309,2,6,138,4,0,1,2,1,0,Affluent Conservatives
1048,38,87101,19,0,4,2,0,376,70.38,6,75,7,3,116,2,277,11,2,90,0,1,7,6,0,0,Affluent Conservatives
1049,43,89454,28,0,3,1,1,320,61.45,6,54,8,3,415,4,147,1,6,97,3,1,2,1,2,0,Affluent Conservatives
1050,34,91357,95,0,2,2,1,1582,64.91,25,11,6,8,535,0,431,40,6,96,8,0,13,7,2,0,High-Value Trendsetters
1051,34,93740,94,0,4,6,1,1578,70.04,22,13,4,7,737,6,293,15,12,117,10,4,6,3,2,0,High-Value Trendsetters
1052,23,22890,69,1,5,1,0,1636,83.33,18,5,3,9,51,44,39,14,0,17,5,3,6,1,0,0,Budget-Conscious Explorers
1053,38,73560,26,1,3,2,1,338,50.04,7,65,8,2,458,3,295,4,0,84,1,0,2,2,0,0,Affluent Conservatives
1054,43,21761,13,1,4,4,0,411,82.61,4,78,3,2,23,3,20,6,0,2,2,0,0,1,0,0,Conservative Minimizers
1055,31,16499,26,0,1,5,0,468,92.41,6,65,4,3,15,55,25,7,13,1,0,2,1,2,0,0,Conservative Minimizers
1056,57,30904,18,1,4,4,1,409,90.46,3,62,5,1,8,1,22,0,6,3,1,0,1,1,1,0,Conservative Minimizers
1057,57,27391,20,0,3,5,1,451,451.0,3,79,9,2,1,1,15,7,1,2,3,1,2,1,0,0,Conservative Minimizers
1058,45,17568,11,0,4,3,0,415,85.34,5,87,5,2,10,3,17,9,2,6,3,1,4,1,0,0,Conservative Minimizers
1059,25,24758,83,0,3,1,1,1577,61.46,22,18,1,9,26,96,69,18,10,5,8,2,9,2,1,0,Budget-Conscious Explorers
1060,41,88768,14,1,5,1,0,427,98.13,6,62,11,3,314,12,338,10,0,30,3,0,3,1,2,0,Affluent Conservatives
1061,57,16402,25,1,3,3,1,434,81.91,3,81,0,2,10,16,41,0,4,3,0,0,2,0,1,0,Conservative Minimizers
1062,52,19742,17,0,2,1,1,416,75.22,5,71,12,2,14,21,21,2,0,2,0,1,0,1,0,0,Conservative Minimizers
1063,22,26840,89,1,4,1,1,1615,132.35,26,11,3,16,55,34,43,62,17,9,5,2,8,4,0,0,Budget-Conscious Explorers
1064,29,28455,86,1,5,3,1,1514,64.56,15,23,1,16,98,139,54,102,8,9,10,1,8,0,0,0,Budget-Conscious Explorers
1065,21,20867,82,1,5,1,1,1546,103.55,19,21,3,11,63,2,37,27,25,13,7,2,8,3,0,0,Budget-Conscious Explorers
1066,22,29138,72,0,5,3,0,1684,72.53,13,9,1,10,50,146,57,107,6,3,5,1,8,1,1,0,Budget-Conscious Explorers
1067,44,16548,17,0,2,1,1,371,137.69,5,66,3,3,18,9,27,4,10,6,1,0,2,2,0,0,Conservative Minimizers
1068,33,83357,86,1,3,2,1,1668,69.96,19,14,6,11,604,30,564,37,65,94,6,3,9,4,3,0,High-Value Trendsetters
1069,46,84524,14,0,4,2,1,344,60.12,5,71,6,3,582,25,287,1,3,77,1,2,0,2,0,0,Affluent Conservatives
1070,40,80179,20,1,5,1,1,239,48.7,6,69,7,3,362,2,281,21,3,59,4,1,1,1,1,0,Affluent Conservatives
1071,44,94060,22,0,4,3,0,342,62.22,7,62,5,2,385,10,274,9,4,64,3,0,6,2,3,0,Affluent Conservatives
1072,18,31756,80,1,2,1,1,1711,71.96,17,18,4,12,64,74,16,48,37,7,7,1,10,6,1,0,Budget-Conscious Explorers
1073,34,80873,92,0,5,3,0,1565,73.23,24,13,5,9,521,20,472,14,26,86,6,4,12,2,1,0,High-Value Trendsetters
1074,57,28128,18,0,2,2,1,387,51.61,4,53,11,1,10,13,25,1,2,6,1,1,1,5,0,0,Conservative Minimizers
1075,47,92311,14,0,5,2,0,445,49.36,5,66,11,3,360,46,347,3,4,65,2,1,3,2,2,0,Affluent Conservatives
1076,35,85104,55,1,5,2,0,1510,52.3,22,7,3,8,822,52,386,10,7,79,6,3,11,2,3,0,High-Value Trendsetters
1077,46,83001,23,0,3,1,1,383,59.03,5,48,7,3,258,13,170,2,3,115,0,2,5,1,1,0,Affluent Conservatives
1078,45,71705,82,0,3,6,0,1735,68.07,20,13,4,10,581,80,532,111,22,50,8,3,9,2,3,0,High-Value Trendsetters
1079,30,79533,98,1,3,1,1,1602,94.81,20,10,0,8,504,23,680,43,2,100,11,6,8,2,2,0,High-Value Trendsetters
1080,46,80480,15,0,3,1,0,409,89.72,5,54,9,3,276,49,452,14,1,95,3,0,1,7,1,0,Affluent Conservatives
1081,35,87130,84,1,3,2,1,1775,71.89,18,17,7,9,461,47,299,24,23,113,2,2,15,2,4,0,High-Value Trendsetters
1082,29,26258,56,1,2,1,1,1527,113.94,19,21,1,10,91,5,0,56,36,7,9,4,3,2,0,0,Budget-Conscious Explorers
1083,37,82182,13,0,5,1,0,423,94.02,8,71,8,3,551,3,377,10,5,68,1,1,4,3,0,0,Affluent Conservatives
1084,48,79347,20,0,3,1,0,294,43.92,6,40,8,3,489,4,301,16,14,57,1,0,3,5,1,0,Affluent Conservatives
1085,57,15817,23,0,3,2,0,437,164.93,3,109,6,2,32,14,11,2,25,1,1,0,0,2,0,0,Conservative Minimizers
1086,53,92616,27,0,4,3,0,451,82.79,7,39,7,1,327,7,416,0,3,58,2,4,2,3,1,0,Affluent Conservatives
1087,40,74712,31,1,5,2,0,307,63.6,7,62,13,3,296,5,296,9,1,45,4,0,1,2,1,0,Affluent Conservatives
1088,24,26084,71,0,4,1,0,1566,93.16,10,32,2,8,65,160,39,17,0,10,5,2,9,2,2,0,Budget-Conscious Explorers
1089,38,95485,19,1,4,5,1,280,33.77,7,22,7,4,557,1,262,0,1,105,1,0,4,4,0,0,Affluent Conservatives
1090,45,79147,18,0,1,1,1,324,324.0,4,67,6,1,471,35,355,25,3,66,1,0,9,3,2,0,Affluent Conservatives
1091,40,18826,24,0,2,2,1,459,152.19,4,38,6,2,15,10,31,3,1,0,2,0,4,2,0,0,Conservative Minimizers
1092,26,31130,91,0,4,3,1,1524,89.12,19,33,1,9,75,78,27,131,14,14,8,2,10,2,1,0,Budget-Conscious Explorers
1093,37,93134,78,1,4,4,1,1743,60.6,15,12,7,6,661,34,352,8,77,31,8,1,8,2,2,0,High-Value Trendsetters
1094,42,14150,23,1,4,2,1,497,168.14,5,73,2,1,0,2,31,10,2,0,1,1,7,3,0,0,Conservative Minimizers
1095,50,35138,23,0,2,3,0,372,102.38,1,94,10,2,19,12,35,18,18,4,0,0,1,0,0,1,Conservative Minimizers
1096,53,28851,28,0,1,2,1,273,49.62,6,60,7,1,13,17,7,5,1,3,0,2,2,2,1,0,Conservative Minimizers
1097,34,88083,71,1,4,4,1,1673,90.49,26,13,6,9,618,139,417,9,120,67,15,2,9,4,2,0,High-Value Trendsetters
1098,42,85258,23,1,3,1,1,427,77.63,6,70,10,3,398,4,308,3,4,87,3,1,4,2,2,0,Affluent Conservatives
1099,18,66550,86,0,3,2,1,1592,57.86,18,17,8,10,593,39,459,14,20,124,5,3,10,0,3,0,High-Value Trendsetters
1100,23,21659,62,1,3,3,1,1679,109.15,13,20,1,12,42,67,0,35,28,16,6,4,5,1,0,0,Budget-Conscious Explorers
1101,32,74035,78,1,4,3,1,1628,73.76,23,12,4,9,510,10,506,91,16,91,13,4,6,0,1,0,High-Value Trendsetters
1102,51,20811,26,1,4,2,1,398,61.24,5,109,2,1,17,10,2,1,31,1,2,2,3,4,0,0,Conservative Minimizers
1103,31,76957,86,1,3,4,0,1476,70.24,20,12,3,12,688,2,414,71,1,52,9,5,7,3,0,0,High-Value Trendsetters
1104,31,30786,79,1,4,3,1,1587,54.3,28,37,1,12,36,72,35,90,19,5,12,1,6,4,1,0,Budget-Conscious Explorers
1105,24,26702,78,1,5,3,1,1540,117.52,19,30,2,12,38,94,30,19,7,4,5,4,8,2,1,0,Budget-Conscious Explorers
1106,27,23888,84,1,2,1,1,1432,78.36,17,14,2,12,89,40,8,24,37,5,7,4,14,2,0,0,Budget-Conscious Explorers
1107,39,95409,10,1,3,1,1,340,107.07,5,39,10,2,419,8,261,7,4,39,2,1,7,0,1,0,Affluent Conservatives
1108,28,26086,85,0,3,1,1,1559,140.54,21,21,2,8,72,60,47,49,16,18,7,1,7,0,1,0,Budget-Conscious Explorers
1109,37,87471,23,0,3,2,1,385,42.07,3,71,5,1,239,2,277,3,25,34,1,2,3,5,0,0,Affluent Conservatives
1110,23,94110,89,0,5,2,1,1661,90.2,29,4,7,10,581,49,315,28,26,125,8,4,7,3,3,0,High-Value Trendsetters
1111,42,90462,3,0,3,2,0,334,59.75,11,62,8,3,473,1,467,14,6,116,4,2,8,2,1,0,Affluent Conservatives
1112,24,36149,76,0,4,2,0,1553,59.79,17,28,3,5,90,27,21,0,4,3,8,4,6,2,2,0,Budget-Conscious Explorers
1113,37,88238,27,1,3,3,0,427,89.33,10,50,10,1,412,47,139,11,2,84,1,0,8,3,1,0,Affluent Conservatives
1114,27,24220,83,1,3,1,1,1460,80.76,18,33,3,9,34,18,26,16,1,13,5,2,7,1,1,0,Budget-Conscious Explorers
1115,19,33094,71,1,2,3,1,1598,170.62,24,31,0,11,49,11,38,12,54,13,3,3,13,1,1,0,Budget-Conscious Explorers
1116,26,72979,80,0,3,3,1,1690,115.09,25,7,7,5,660,85,455,1,19,78,4,8,9,2,2,0,High-Value Trendsetters
1117,21,13902,71,1,4,3,0,1629,83.4,21,34,1,10,33,179,42,32,2,12,6,3,9,0,0,0,Budget-Conscious Explorers
1118,30,88692,19,1,2,2,0,391,59.59,6,46,8,3,504,28,335,6,0,34,2,0,2,2,3,0,Affluent Conservatives
1119,41,75148,18,0,4,1,0,414,78.62,3,47,9,1,251,7,233,3,3,88,1,2,3,1,1,0,Affluent Conservatives
1120,55,84735,20,0,4,3,0,369,104.25,4,65,9,2,359,4,320,3,4,111,1,1,4,1,1,0,Affluent Conservatives
1121,33,86034,20,1,4,1,0,377,102.35,5,49,6,3,257,16,150,10,1,76,2,2,2,2,3,0,Affluent Conservatives
1122,37,88618,9,1,4,1,0,282,81.72,4,50,10,2,471,1,307,15,1,107,2,1,3,2,0,0,Affluent Conservatives
1123,32,84102,69,1,3,1,0,1735,97.54,16,17,6,9,546,168,531,40,0,116,13,4,11,2,3,0,High-Value Trendsetters
1124,44,88388,17,0,4,3,1,407,59.1,6,98,10,2,296,3,308,4,3,68,2,2,5,2,2,0,Affluent Conservatives
1125,39,25333,30,0,2,2,1,435,435.0,5,42,8,1,2,2,5,8,10,6,0,0,0,2,1,0,Conservative Minimizers
1126,26,30822,65,0,3,1,1,1490,83.51,22,19,2,6,42,14,30,32,38,8,7,3,12,2,0,0,Budget-Conscious Explorers
1127,44,98763,7,1,3,1,1,342,44.87,5,17,7,1,344,8,304,3,1,102,2,0,5,2,2,0,Affluent Conservatives
1128,40,94166,15,1,4,1,1,289,72.62,5,44,6,3,426,29,275,31,11,103,1,1,2,2,1,0,Affluent Conservatives
1129,35,102720,72,0,2,1,1,1668,87.3,25,10,9,6,621,35,387,3,10,93,6,0,9,2,3,0,High-Value Trendsetters
1130,41,76602,76,0,5,3,1,1627,64.07,18,8,3,10,632,96,511,27,11,63,8,3,6,1,3,0,High-Value Trendsetters
1131,35,90615,30,1,3,2,1,378,58.42,3,69,7,2,219,0,280,0,4,111,1,1,0,1,1,0,Affluent Conservatives
1132,40,74644,21,1,4,1,1,404,66.68,6,66,8,3,273,12,209,7,5,75,5,2,4,2,1,0,Affluent Conservatives
1133,51,28739,24,0,4,3,0,293,64.51,3,117,15,3,23,28,0,15,0,3,0,1,2,1,0,0,Conservative Minimizers
1134,22,29796,82,1,4,2,1,1437,67.94,20,20,2,10,62,3,54,14,57,16,6,2,5,3,1,1,Budget-Conscious Explorers
1135,37,82529,92,1,4,1,1,1636,94.72,16,2,1,9,670,112,332,14,25,51,5,5,10,2,2,0,High-Value Trendsetters
1136,28,27988,17,1,3,3,1,357,65.41,6,87,3,1,21,8,31,1,5,1,0,1,0,2,0,0,Conservative Minimizers
1137,30,75781,80,1,4,2,1,1640,70.21,21,16,8,8,830,48,629,66,21,25,9,3,9,3,3,0,High-Value Trendsetters
1138,44,103014,23,1,4,1,1,419,83.97,8,70,6,1,297,4,348,22,3,115,2,2,1,1,3,0,Affluent Conservatives
1139,52,93687,17,1,3,2,1,292,42.2,3,63,9,3,363,9,137,6,15,130,2,0,5,2,1,0,Affluent Conservatives
1140,30,85579,83,1,3,1,0,1579,66.73,20,18,6,5,519,100,500,10,8,44,7,1,11,3,3,0,High-Value Trendsetters
1141,22,30084,85,1,4,4,0,1702,82.69,15,27,2,8,74,17,0,2,14,11,6,4,6,1,1,0,Budget-Conscious Explorers
1142,32,93288,86,0,4,4,0,1588,66.8,25,9,4,8,595,97,406,33,8,126,9,3,17,2,1,0,High-Value Trendsetters
1143,23,22451,70,0,2,2,1,1610,61.14,10,13,2,14,65,4,73,54,1,16,2,3,10,0,1,0,Budget-Conscious Explorers
1144,43,84923,3,1,5,3,0,369,66.19,4,34,8,4,401,46,232,2,10,46,0,0,3,2,5,0,Affluent Conservatives
1145,43,21368,29,0,2,1,1,553,96.55,4,85,2,1,20,7,15,8,6,2,2,0,0,2,1,0,Conservative Minimizers
1146,32,96063,69,0,4,1,0,1666,64.71,21,22,4,10,700,43,434,15,46,122,5,3,13,2,1,0,High-Value Trendsetters
1147,21,29266,74,0,3,2,1,1558,105.31,16,5,1,11,19,3,57,50,6,10,5,2,10,4,1,0,Budget-Conscious Explorers
1148,39,92238,12,0,2,2,0,424,45.25,7,78,10,2,229,7,304,10,19,89,1,0,1,4,1,0,Affluent Conservatives
1149,51,87734,18,0,3,2,1,317,51.18,10,66,7,1,521,4,433,10,2,78,4,1,3,1,3,0,Affluent Conservatives
1150,26,83385,17,0,4,2,1,400,47.81,6,55,5,1,220,56,455,4,1,75,1,0,4,2,1,0,Affluent Conservatives
1151,42,23562,20,1,3,2,1,512,178.87,2,102,6,1,25,1,11,1,1,2,0,1,3,2,0,0,Conservative Minimizers
1152,20,26974,82,1,3,1,1,1664,75.33,19,15,0,12,93,14,67,54,37,6,10,3,6,2,2,0,Budget-Conscious Explorers
1153,31,92764,90,0,1,1,1,1594,77.42,21,13,4,8,803,4,443,9,17,64,13,4,12,1,1,0,High-Value Trendsetters
1154,32,31679,20,0,4,1,0,460,71.87,7,78,2,3,10,21,32,5,3,0,1,1,1,0,0,0,Conservative Minimizers
1155,41,29547,22,0,3,6,0,448,255.14,2,120,4,1,11,37,16,20,9,0,1,0,2,3,1,1,Conservative Minimizers
1156,42,23882,32,1,2,2,1,392,97.06,1,87,5,1,11,7,10,10,3,0,2,0,0,2,0,0,Conservative Minimizers
1157,33,92898,81,0,2,2,1,1694,77.53,25,21,7,10,619,14,383,41,8,105,12,1,10,2,2,0,High-Value Trendsetters
1158,26,77497,75,1,5,4,0,1659,64.16,19,4,0,7,464,20,575,50,1,54,4,7,11,2,3,0,High-Value Trendsetters
1159,47,84638,13,1,4,2,0,423,48.13,6,29,12,2,459,18,193,12,5,85,2,0,0,4,3,0,Affluent Conservatives
1160,45,81777,20,1,4,1,1,336,39.41,5,62,10,3,203,4,280,3,11,48,1,1,2,2,1,0,Affluent Conservatives
1161,32,23770,61,0,5,1,0,1569,69.69,13,16,3,9,0,48,42,16,13,9,8,1,5,1,1,0,Budget-Conscious Explorers
1162,33,102038,9,0,3,4,0,330,44.18,3,72,9,2,556,8,333,11,0,58,2,1,2,0,1,0,Affluent Conservatives
1163,26,31786,75,1,3,1,1,1580,132.83,22,30,0,9,14,4,50,43,46,6,6,4,10,0,0,0,Budget-Conscious Explorers
1164,34,84539,21,0,4,3,0,415,71.88,5,32,8,0,293,41,505,3,3,10,6,2,2,1,0,0,Affluent Conservatives
1165,43,24202,17,1,5,1,1,470,166.56,4,85,10,0,23,4,21,0,7,2,2,0,1,3,0,0,Conservative Minimizers
1166,22,68186,77,0,4,1,1,1570,62.78,20,9,8,8,580,30,438,75,26,91,5,5,11,2,4,0,High-Value Trendsetters
1167,44,91554,19,0,4,3,1,340,60.17,6,73,10,1,353,29,270,10,2,60,3,1,2,2,2,0,Affluent Conservatives
1168,29,25476,72,0,5,1,0,1602,61.83,13,16,1,14,39,65,48,87,32,2,6,2,13,0,0,0,Budget-Conscious Explorers
1169,46,27492,16,1,3,1,0,412,220.21,2,78,7,2,40,4,20,8,20,0,0,1,3,3,0,0,Conservative Minimizers
1170,39,82785,15,0,4,1,1,285,45.7,4,49,5,2,291,12,277,3,6,98,2,2,1,3,1,0,Affluent Conservatives
1171,35,98934,27,1,3,2,1,360,160.24,5,38,11,2,486,2,431,16,6,37,3,1,3,1,2,0,Affluent Conservatives
1172,26,34625,79,1,3,2,1,1562,105.72,13,22,0,11,91,55,40,4,62,3,6,3,12,5,1,0,Budget-Conscious Explorers
1173,60,18267,23,1,1,2,1,480,175.95,2,83,13,1,32,1,13,5,0,2,3,1,1,2,1,0,Conservative Minimizers
1174,33,72614,96,1,4,1,1,1716,90.34,24,18,2,9,618,99,430,5,3,101,10,3,9,1,2,0,High-Value Trendsetters
1175,27,96935,81,0,1,1,0,1671,103.74,23,17,5,11,676,32,412,28,37,76,8,2,12,0,1,0,High-Value Trendsetters
1176,49,23804,16,1,4,1,0,396,79.88,4,82,1,2,18,39,18,4,12,0,0,0,0,1,0,0,Conservative Minimizers
1177,20,22270,76,1,4,2,1,1556,78.84,18,36,1,13,50,32,11,84,5,10,8,6,10,1,1,0,Budget-Conscious Explorers
1178,44,91072,33,0,2,4,0,365,92.92,6,47,9,4,323,9,358,3,14,88,1,0,1,1,4,0,Affluent Conservatives
1179,25,22557,95,1,4,2,0,1392,86.2,23,16,1,15,58,86,46,41,25,15,7,4,12,2,0,0,Budget-Conscious Explorers
1180,27,29468,65,1,4,5,0,1637,74.14,15,39,2,11,48,81,24,69,78,16,9,2,7,2,0,0,Budget-Conscious Explorers
1181,20,20883,72,0,2,2,1,1699,109.62,14,0,2,17,61,8,64,2,3,7,6,1,11,2,0,0,Budget-Conscious Explorers
1182,19,25011,73,1,4,5,1,1601,67.59,21,11,3,8,40,117,26,69,8,5,6,2,7,0,0,0,Budget-Conscious Explorers
1183,50,82699,19,0,5,5,0,420,72.57,6,78,8,1,408,2,332,59,12,69,4,2,3,3,1,0,Affluent Conservatives
1184,22,25999,84,1,3,4,1,1609,57.8,20,25,0,10,73,21,56,1,10,2,4,3,11,3,1,0,Budget-Conscious Explorers
1185,33,98233,73,0,4,4,1,1448,69.93,16,7,5,7,462,8,260,99,63,68,6,2,9,1,3,0,High-Value Trendsetters
1186,61,24892,20,1,3,4,0,437,87.43,5,86,0,1,12,17,5,10,4,3,3,0,3,2,0,0,Conservative Minimizers
1187,30,36394,79,0,4,2,0,1527,71.5,23,21,1,13,105,117,39,1,49,9,7,4,9,2,2,0,Budget-Conscious Explorers
1188,41,102239,83,0,2,1,1,1594,83.94,29,7,3,6,893,38,359,25,9,107,6,5,19,1,3,0,High-Value Trendsetters
1189,54,27771,8,0,5,4,0,399,180.46,3,86,1,3,11,10,24,51,9,3,3,1,3,7,0,0,Conservative Minimizers
1190,20,29437,67,1,3,3,1,1564,75.13,21,12,3,12,62,18,66,39,9,8,3,5,19,0,1,0,Budget-Conscious Explorers
1191,27,29459,24,0,2,3,0,434,105.85,4,88,12,1,24,5,11,11,10,1,1,2,1,2,2,0,Conservative Minimizers
1192,23,20762,68,1,3,3,1,1667,64.55,21,20,1,7,42,20,17,21,7,9,9,4,11,1,0,0,Budget-Conscious Explorers
1193,39,89331,13,1,4,1,1,393,57.42,5,46,11,2,437,7,241,2,0,99,2,3,3,1,2,0,Affluent Conservatives
1194,40,30294,16,1,4,1,0,370,88.08,3,66,6,2,0,11,28,5,1,2,1,1,3,0,0,0,Conservative Minimizers
1195,28,29129,78,0,4,1,1,1567,60.4,25,42,1,11,80,48,68,62,10,2,5,3,10,0,2,0,Budget-Conscious Explorers
