CustomerID,Age,Income,EducationLevel,FamilySize,TotalSpend,AvgTransactionValue,HighValuePurchases,Frequency,Recency,Tenure,WebVisitsPerMonth,Wines,Fruits,Meat,Fish,Sweets,Gold,WebPurchases,CatalogPurchases,StorePurchases,DealsPurchased,CampaignsAccepted,Complains,Cluster,Persona
1015,47,34060,4,1,61,10.65,1,5,78,5,10,32,7,36,2,0,6,2,3,3,3,1,0,1,💤 Inactive / At-Risk
1016,42,86759,3,2,2602,142.65,6,22,37,4,5,399,47,438,87,63,94,5,1,12,2,0,0,0,🏆 Premium Loyalists
1017,53,75060,5,1,930,51.23,7,18,14,9,5,719,200,273,15,45,74,7,7,11,1,3,0,0,🏆 Premium Loyalists
1018,55,49877,3,1,985,185.67,1,10,66,5,6,352,13,85,13,3,11,5,2,4,1,2,0,1,💤 Inactive / At-Risk
1019,38,47352,1,3,138,14.28,1,8,32,4,9,34,3,16,30,23,7,1,1,2,4,0,0,1,💤 Inactive / At-Risk
1020,36,88895,4,1,2083,82.73,9,20,13,6,12,646,77,571,108,96,95,11,4,9,2,1,0,0,🏆 Premium Loyalists
1021,47,76544,3,1,1352,61.19,9,20,9,8,4,733,67,484,209,59,81,6,6,8,0,2,0,0,🏆 Premium Loyalists
1022,33,25378,3,2,128,14.29,0,9,81,7,4,33,12,3,6,27,9,7,0,5,4,0,0,1,💤 Inactive / At-Risk
1023,51,92947,5,3,1792,73.5,8,23,8,7,7,756,34,322,95,3,53,8,3,7,3,0,0,0,🏆 Premium Loyalists
1024,24,35163,5,1,952,85.28,2,14,31,2,7,181,5,55,20,2,42,5,5,6,1,1,0,1,💤 Inactive / At-Risk
1025,29,57095,3,2,742,53.05,1,14,15,1,9,59,9,63,2,8,34,5,3,7,2,1,0,1,💤 Inactive / At-Risk
1026,53,64721,4,3,619,54.64,1,11,19,4,0,311,5,209,7,18,19,3,1,0,1,0,0,1,💤 Inactive / At-Risk
1027,59,35278,4,4,34,9.86,0,3,87,7,2,11,7,14,8,3,1,1,0,0,0,0,0,1,💤 Inactive / At-Risk
1028,21,50355,2,3,667,38.87,1,11,36,1,13,166,0,41,37,19,43,2,7,8,2,0,0,1,💤 Inactive / At-Risk
1029,58,78730,1,1,968,93.18,1,9,39,7,3,343,6,78,9,37,22,5,2,8,0,0,0,1,💤 Inactive / At-Risk
1030,65,58233,2,3,930,118.93,3,5,48,4,2,166,10,124,9,9,29,3,2,6,2,0,0,1,💤 Inactive / At-Risk
1031,47,32783,5,4,71,12.16,0,1,79,3,2,3,6,0,0,4,0,0,1,2,0,0,0,1,💤 Inactive / At-Risk
1032,41,35757,3,3,154,17.75,1,6,53,3,9,52,8,54,11,7,3,2,2,5,5,0,0,1,💤 Inactive / At-Risk
1033,44,40480,3,4,322,17.29,0,10,58,0,3,206,38,103,59,6,9,4,2,3,1,0,0,1,💤 Inactive / At-Risk
1034,37,28817,2,4,135,16.46,1,5,23,0,5,39,15,34,0,7,9,6,0,1,1,0,0,1,💤 Inactive / At-Risk
1035,58,41107,4,3,316,52.89,0,9,75,7,6,24,3,55,1,9,5,4,0,5,2,2,0,1,💤 Inactive / At-Risk
1036,52,53551,5,2,508,37.13,4,9,40,6,4,190,7,264,10,1,15,3,0,2,2,0,0,1,💤 Inactive / At-Risk
1037,38,35571,4,2,81,13.56,1,7,61,2,6,29,15,22,5,1,2,1,1,3,3,0,0,1,💤 Inactive / At-Risk
1038,37,35151,3,1,381,58.29,0,7,50,3,10,15,14,32,0,5,8,3,3,5,1,0,0,1,💤 Inactive / At-Risk
1039,63,26988,3,1,0,0.0,2,3,86,10,2,9,7,17,1,17,0,3,0,2,2,0,0,1,💤 Inactive / At-Risk
1040,40,34215,2,1,280,31.13,3,8,68,5,10,30,17,36,11,4,3,3,1,3,0,0,0,1,💤 Inactive / At-Risk
1041,36,53874,3,1,772,120.01,5,12,32,2,11,143,28,14,12,54,8,5,0,6,1,0,0,1,💤 Inactive / At-Risk
1042,23,56273,2,1,627,49.92,2,22,15,1,10,61,86,81,1,30,38,7,3,6,2,1,0,1,💤 Inactive / At-Risk
1043,32,85721,4,1,1876,156.59,6,28,22,8,4,430,17,295,3,51,65,7,0,10,1,1,0,0,🏆 Premium Loyalists
1044,28,54542,3,4,647,75.27,1,16,30,2,6,42,76,53,7,3,65,8,2,1,1,0,0,1,💤 Inactive / At-Risk
1045,51,55858,5,3,473,50.35,2,16,53,4,6,182,3,150,38,53,19,4,1,3,0,0,0,1,💤 Inactive / At-Risk
1046,57,44443,2,2,776,61.31,3,10,24,5,2,244,36,50,5,4,3,6,2,5,1,0,0,1,💤 Inactive / At-Risk
1047,44,88361,2,1,2165,74.75,6,25,13,9,7,489,200,531,83,5,55,5,3,10,1,3,0,0,🏆 Premium Loyalists
1048,38,69909,4,1,1766,85.49,3,17,16,6,4,459,200,358,85,31,61,6,0,13,0,2,0,0,🏆 Premium Loyalists
1049,48,65432,5,1,1666,47.3,6,11,33,8,7,597,117,465,176,26,93,3,1,13,1,1,0,0,🏆 Premium Loyalists
1050,53,46078,3,2,273,25.17,1,5,64,2,8,20,13,29,7,1,4,2,0,4,1,0,0,1,💤 Inactive / At-Risk
1051,30,48847,3,1,500,41.19,2,18,26,1,9,0,21,81,35,4,19,7,0,6,1,1,0,1,💤 Inactive / At-Risk
1052,47,51527,1,1,332,31.83,2,7,32,7,5,395,12,108,18,1,8,5,0,6,0,0,0,1,💤 Inactive / At-Risk
1053,38,87255,3,3,1785,61.6,7,24,29,6,5,533,8,440,37,23,37,5,7,9,3,0,0,0,🏆 Premium Loyalists
1054,62,67572,3,3,1056,97.17,2,10,45,4,6,122,79,111,47,31,1,2,1,4,1,1,0,1,💤 Inactive / At-Risk
1055,44,37959,5,2,431,21.9,2,2,47,4,5,367,0,24,48,42,32,1,1,6,2,0,0,1,💤 Inactive / At-Risk
1056,53,20118,3,1,48,48.0,1,2,99,6,3,0,12,13,1,3,0,0,1,0,1,1,0,1,💤 Inactive / At-Risk
1057,51,24657,4,1,15,12.79,0,1,89,5,0,5,4,17,4,1,1,1,1,1,1,0,0,1,💤 Inactive / At-Risk
1058,55,43524,4,1,730,57.01,2,13,39,4,3,419,0,67,30,32,16,6,2,6,0,0,0,1,💤 Inactive / At-Risk
1059,26,47118,3,3,738,40.78,3,12,19,0,12,174,26,33,61,44,17,4,2,8,0,1,0,1,💤 Inactive / At-Risk
1060,35,20311,3,2,211,22.26,0,8,46,2,5,40,18,51,2,7,6,5,1,4,5,1,0,1,💤 Inactive / At-Risk
1061,47,52904,4,1,1065,135.51,6,10,54,5,4,229,9,254,25,20,17,5,1,9,1,0,0,1,💤 Inactive / At-Risk
1062,18,16523,4,1,87,23.14,0,1,86,1,3,3,5,18,4,0,4,0,1,0,1,0,0,1,💤 Inactive / At-Risk
1063,30,41843,5,1,638,38.95,3,17,33,0,11,0,55,53,3,19,13,2,1,6,1,0,0,1,💤 Inactive / At-Risk
1064,31,36613,3,1,524,45.58,1,10,41,2,7,44,43,113,42,3,58,7,2,7,1,1,0,1,💤 Inactive / At-Risk
1065,66,57791,3,4,795,51.48,1,8,32,2,5,340,7,142,11,34,17,5,1,2,0,1,0,1,💤 Inactive / At-Risk
1066,48,69459,4,2,780,110.13,3,17,73,3,4,289,120,112,12,32,12,0,0,4,3,0,0,1,💤 Inactive / At-Risk
1067,44,37554,5,1,65,29.57,1,4,105,9,2,5,6,18,3,0,1,2,0,2,1,0,0,1,💤 Inactive / At-Risk
1068,46,47466,5,2,45,3.32,0,5,77,2,7,30,9,58,3,4,6,3,1,5,0,1,0,1,💤 Inactive / At-Risk
1069,32,25908,3,4,342,78.58,0,10,47,4,5,26,5,42,7,4,3,3,1,5,1,0,0,1,💤 Inactive / At-Risk
1070,41,87750,5,2,2006,72.59,5,16,6,3,6,659,51,380,4,61,64,7,4,7,1,0,0,0,🏆 Premium Loyalists
1071,49,96874,4,2,2052,111.5,6,19,23,8,6,817,122,608,22,63,109,7,2,7,0,1,0,0,🏆 Premium Loyalists
1072,63,75844,4,1,1007,64.84,2,7,33,6,3,249,19,258,21,42,18,2,2,5,1,1,0,1,💤 Inactive / At-Risk
1073,42,35351,4,1,160,22.75,0,9,77,3,7,73,27,84,7,12,6,4,4,5,4,0,0,1,💤 Inactive / At-Risk
1074,47,46126,5,2,31,13.48,2,4,112,5,0,8,7,30,1,5,1,0,0,1,2,1,0,1,💤 Inactive / At-Risk
1075,56,69962,3,1,1987,117.84,6,23,10,6,8,1066,121,333,66,40,100,10,2,8,1,3,0,0,🏆 Premium Loyalists
1076,38,34901,4,1,136,11.43,1,3,95,4,7,60,1,50,3,2,8,1,0,1,1,1,0,1,💤 Inactive / At-Risk
1077,37,32126,4,1,174,20.53,3,8,27,5,5,25,10,38,6,4,7,4,0,2,2,0,0,1,💤 Inactive / At-Risk
1078,36,27707,5,3,208,18.42,0,7,73,1,6,25,27,72,11,12,7,3,1,4,5,0,0,1,💤 Inactive / At-Risk
1079,39,48370,3,2,141,88.1,0,12,91,3,2,38,12,31,24,21,5,5,0,1,0,0,0,1,💤 Inactive / At-Risk
1080,54,76126,3,1,2283,126.69,3,14,18,6,5,665,200,349,15,56,99,8,4,6,0,1,0,0,🏆 Premium Loyalists
1081,32,54009,2,4,599,36.42,6,17,32,2,10,103,35,37,21,93,17,1,2,13,0,0,0,1,💤 Inactive / At-Risk
1082,22,53320,4,1,855,93.07,2,18,44,2,12,151,20,105,32,0,59,2,0,9,0,1,0,1,💤 Inactive / At-Risk
1083,18,35760,3,1,206,19.67,0,8,40,3,5,22,1,72,17,9,9,3,1,4,1,0,0,1,💤 Inactive / At-Risk
1084,57,63888,3,1,1586,70.36,7,28,11,9,5,958,39,425,33,17,100,10,4,15,0,1,0,0,🏆 Premium Loyalists
1085,53,56625,4,1,59,10.82,0,1,84,4,0,0,8,27,6,1,3,1,0,0,1,2,0,1,💤 Inactive / At-Risk
1086,67,68985,1,2,2047,98.86,3,21,10,8,4,768,102,365,45,126,67,10,1,9,0,1,0,0,🏆 Premium Loyalists
1087,47,26337,3,2,94,16.04,1,9,55,7,6,41,10,48,1,4,11,3,1,3,2,0,0,1,💤 Inactive / At-Risk
1088,25,29535,3,1,380,27.64,1,17,44,1,4,65,3,62,53,1,68,8,2,3,2,2,0,1,💤 Inactive / At-Risk
1089,37,100094,4,1,1946,84.43,5,28,31,8,7,632,131,365,15,28,72,13,5,8,0,4,0,0,🏆 Premium Loyalists
1090,52,71386,4,5,2243,109.63,8,18,23,7,10,598,136,350,9,28,61,11,0,10,3,0,0,0,🏆 Premium Loyalists
1091,50,62994,3,2,4,0.89,1,4,73,4,1,16,5,18,1,7,6,1,0,0,0,1,0,1,💤 Inactive / At-Risk
1092,25,44943,4,3,517,45.23,2,12,53,4,12,59,6,5,28,17,42,6,2,7,1,0,0,1,💤 Inactive / At-Risk
1093,40,44845,1,2,32,5.92,0,6,48,5,4,29,13,31,29,1,7,1,1,3,1,2,0,1,💤 Inactive / At-Risk
1094,48,56952,4,1,295,23.58,1,6,45,5,3,122,21,129,68,11,5,2,0,9,1,0,0,1,💤 Inactive / At-Risk
1095,46,56002,1,2,822,86.72,4,7,29,5,4,254,139,167,7,34,21,4,2,3,0,1,0,1,💤 Inactive / At-Risk
1096,60,42288,1,4,838,159.55,3,11,41,4,3,266,63,187,54,0,10,3,0,5,1,1,0,1,💤 Inactive / At-Risk
1097,41,38676,2,4,264,26.0,0,15,55,1,8,29,26,10,7,3,3,2,2,8,3,0,0,1,💤 Inactive / At-Risk
1098,45,84008,3,1,2095,72.73,5,23,0,6,4,682,87,389,209,19,83,9,5,16,2,2,0,0,🏆 Premium Loyalists
1099,46,40387,4,1,371,154.12,0,12,86,6,4,57,9,16,24,0,1,5,1,6,4,0,0,1,💤 Inactive / At-Risk
1100,49,47197,1,2,831,171.69,1,8,44,8,2,187,18,139,13,47,27,4,1,7,0,1,0,1,💤 Inactive / At-Risk
1101,29,15000,3,3,115,17.73,3,10,56,2,8,34,5,54,0,0,0,0,2,4,2,1,0,1,💤 Inactive / At-Risk
1102,58,33875,3,2,73,34.39,1,3,77,6,1,6,2,16,1,6,1,2,1,1,3,0,0,1,💤 Inactive / At-Risk
1103,30,44260,2,3,150,21.13,0,12,43,4,6,40,5,47,1,9,6,2,0,6,2,1,0,1,💤 Inactive / At-Risk
1104,36,55021,4,2,399,37.95,1,9,63,6,3,245,15,237,11,46,26,4,0,2,0,0,0,1,💤 Inactive / At-Risk
1105,22,59358,1,2,622,37.24,1,11,0,0,8,29,153,39,2,16,3,7,3,9,2,1,0,1,💤 Inactive / At-Risk
1106,68,65634,3,2,532,101.66,2,8,75,7,5,281,24,97,20,15,18,3,2,1,1,2,0,1,💤 Inactive / At-Risk
1107,39,92790,5,1,1759,93.72,10,15,25,6,7,330,76,511,63,4,73,9,1,11,0,4,0,0,🏆 Premium Loyalists
1108,39,69840,3,3,882,125.48,3,8,42,2,1,270,7,161,9,26,19,0,1,8,0,0,0,1,💤 Inactive / At-Risk
1109,36,65196,5,1,1393,88.01,6,17,14,6,6,707,200,397,39,1,66,8,5,8,0,2,0,0,🏆 Premium Loyalists
1110,33,41323,5,2,109,9.83,1,7,49,2,9,10,15,36,0,5,9,7,2,5,3,1,0,1,💤 Inactive / At-Risk
1111,46,90077,4,1,1817,67.73,10,12,24,6,7,566,200,361,300,16,69,7,2,13,1,2,0,0,🏆 Premium Loyalists
1112,36,46642,3,1,832,61.14,2,9,25,2,7,152,40,94,20,4,56,6,2,4,1,1,0,1,💤 Inactive / At-Risk
1113,30,28261,3,3,238,20.54,0,10,66,5,8,21,17,66,8,1,5,6,1,4,3,0,0,1,💤 Inactive / At-Risk
1114,27,43173,4,1,654,45.65,3,13,25,3,10,129,90,121,60,45,1,5,2,4,0,0,0,1,💤 Inactive / At-Risk
1115,22,40908,5,2,680,64.19,4,12,19,3,10,85,68,23,6,25,2,9,3,6,2,0,0,1,💤 Inactive / At-Risk
1116,19,45569,2,3,639,41.68,0,16,36,3,9,64,1,52,8,2,36,7,4,6,0,0,0,1,💤 Inactive / At-Risk
1117,41,38208,3,4,937,91.84,0,18,43,5,2,288,6,110,20,16,30,4,0,5,4,2,0,1,💤 Inactive / At-Risk
1118,21,95674,4,1,1726,67.73,2,28,15,10,5,651,30,333,78,146,163,7,1,8,0,3,0,0,🏆 Premium Loyalists
1119,43,88674,2,3,1929,72.07,6,24,25,6,3,684,179,377,87,2,107,5,6,8,1,1,0,0,🏆 Premium Loyalists
1120,71,105529,1,4,3077,159.54,3,30,13,8,5,841,200,374,74,19,133,6,3,6,0,3,0,0,🏆 Premium Loyalists
1121,28,75240,3,2,1850,77.87,9,24,16,7,1,581,200,649,59,28,103,11,2,10,0,2,1,0,🏆 Premium Loyalists
1122,36,97864,4,3,2464,127.96,4,22,24,9,5,501,101,276,80,79,95,6,8,16,3,1,0,0,🏆 Premium Loyalists
1123,36,35371,2,1,329,27.41,2,6,83,2,5,30,1,32,3,0,9,2,2,3,1,0,0,1,💤 Inactive / At-Risk
1124,49,86465,2,2,2397,102.25,3,17,24,6,4,839,97,383,7,74,77,5,5,15,1,3,0,0,🏆 Premium Loyalists
1125,32,22057,2,1,80,29.75,0,5,96,5,2,12,5,17,3,5,0,1,0,2,1,1,0,1,💤 Inactive / At-Risk
1126,44,39803,4,1,938,198.62,2,10,32,6,3,280,17,199,1,9,17,2,0,9,0,0,1,1,💤 Inactive / At-Risk
1127,50,88051,4,1,1431,62.29,7,20,19,10,6,497,200,493,128,7,84,1,1,16,0,2,0,0,🏆 Premium Loyalists
1128,41,64298,3,3,2312,112.4,5,21,12,10,0,821,54,497,300,74,81,8,5,9,0,1,0,0,🏆 Premium Loyalists
1129,31,27398,4,1,594,49.88,1,12,62,3,4,81,34,95,7,35,51,5,1,9,2,0,0,1,💤 Inactive / At-Risk
1130,40,32033,4,1,248,21.32,0,5,73,4,3,19,2,71,11,5,15,2,2,8,5,0,0,1,💤 Inactive / At-Risk
1131,32,80958,3,2,2167,130.26,7,18,13,9,1,630,90,411,55,9,113,15,4,12,0,4,0,0,🏆 Premium Loyalists
1132,42,72404,1,1,2117,128.53,5,21,22,10,6,572,133,603,83,22,117,11,3,14,0,2,0,0,🏆 Premium Loyalists
1133,49,60773,2,1,50,18.41,0,3,81,6,1,26,13,2,2,1,4,0,1,0,2,0,0,1,💤 Inactive / At-Risk
1134,24,67158,2,3,601,47.32,1,8,44,7,2,333,14,257,17,11,38,7,1,6,0,0,0,1,💤 Inactive / At-Risk
1135,41,35300,4,1,126,14.89,0,10,49,1,12,51,14,17,3,1,5,1,0,3,1,1,0,1,💤 Inactive / At-Risk
1136,37,79125,2,3,858,71.5,3,19,38,5,4,185,6,176,16,19,17,2,0,3,0,0,0,1,💤 Inactive / At-Risk
1137,22,30611,2,1,581,58.12,1,17,19,2,6,72,33,20,13,1,53,3,0,10,1,0,0,1,💤 Inactive / At-Risk
1138,49,81685,4,4,1681,58.22,5,14,0,8,7,606,144,486,49,0,120,7,1,8,2,2,0,0,🏆 Premium Loyalists
1139,66,90567,5,1,2180,99.67,4,13,19,6,4,504,14,439,181,11,92,6,3,14,1,1,0,0,🏆 Premium Loyalists
1140,34,34467,2,2,40,5.99,1,5,68,6,7,59,10,41,10,5,8,0,2,2,1,0,0,1,💤 Inactive / At-Risk
1141,66,46099,3,1,682,45.59,4,2,39,3,3,193,8,70,26,32,0,7,0,4,0,0,0,1,💤 Inactive / At-Risk
1142,25,31554,4,1,1010,59.28,0,15,49,1,15,4,16,106,7,7,47,2,2,4,1,1,0,1,💤 Inactive / At-Risk
1143,57,48312,4,2,671,66.11,4,14,37,4,5,228,82,83,37,6,5,3,1,2,1,0,0,1,💤 Inactive / At-Risk
1144,48,105308,3,1,1653,68.53,2,20,15,9,7,657,0,474,56,166,66,10,6,15,2,0,0,0,🏆 Premium Loyalists
1145,49,28181,3,1,28,28.0,0,6,89,8,0,14,4,19,1,4,3,2,1,0,3,0,0,1,💤 Inactive / At-Risk
1146,46,40662,5,5,171,23.96,0,6,36,2,11,27,4,17,0,13,6,1,2,6,2,0,0,1,💤 Inactive / At-Risk
1147,48,75751,3,4,338,35.95,4,10,71,2,3,113,49,166,16,8,18,5,2,3,1,0,0,1,💤 Inactive / At-Risk
1148,40,85078,1,2,1974,99.61,6,30,2,4,9,724,75,427,15,43,75,13,4,10,1,2,0,0,🏆 Premium Loyalists
1149,43,30489,4,1,207,31.05,0,11,64,2,7,42,5,33,4,16,4,2,1,3,4,2,0,1,💤 Inactive / At-Risk
1150,18,117297,2,1,2094,73.42,4,20,13,8,10,284,175,568,119,16,113,9,2,9,1,1,0,0,🏆 Premium Loyalists
1151,35,16788,3,3,25,6.14,1,2,76,2,1,20,6,2,2,0,0,3,0,1,1,0,0,1,💤 Inactive / At-Risk
1152,46,35288,3,2,665,44.86,3,4,29,5,7,170,30,166,53,24,31,1,0,6,2,0,0,1,💤 Inactive / At-Risk
1153,18,33841,5,5,232,16.73,4,10,46,3,7,112,124,60,6,3,54,4,1,5,0,0,0,1,💤 Inactive / At-Risk
1154,40,43334,3,2,0,0.0,0,6,81,11,1,4,0,12,2,3,2,2,0,3,1,1,0,1,💤 Inactive / At-Risk
1155,51,60886,5,1,818,47.63,2,10,21,4,4,254,11,107,34,4,18,1,1,11,1,0,0,1,💤 Inactive / At-Risk
1156,41,37191,3,2,610,68.61,0,13,56,5,0,231,17,140,12,40,3,5,3,7,0,0,0,1,💤 Inactive / At-Risk
1157,53,34163,4,4,60,6.35,0,7,57,2,9,11,1,60,6,23,1,2,1,1,2,0,0,1,💤 Inactive / At-Risk
1158,34,49491,5,1,579,46.51,1,13,26,3,5,55,23,48,65,2,58,9,2,7,0,0,0,1,💤 Inactive / At-Risk
1159,34,43586,4,1,253,20.48,1,4,30,6,11,2,11,8,0,6,10,2,1,5,2,0,0,1,💤 Inactive / At-Risk
1160,52,85710,5,3,2234,97.47,9,29,7,11,6,322,51,378,45,18,98,11,3,11,1,0,0,0,🏆 Premium Loyalists
1161,67,44862,2,1,361,23.82,1,14,42,5,2,202,22,169,9,49,20,4,4,5,1,0,0,1,💤 Inactive / At-Risk
1162,27,69878,4,1,2181,82.7,10,25,11,6,4,609,145,380,80,93,94,8,6,9,1,1,0,0,🏆 Premium Loyalists
1163,31,39833,1,1,346,26.64,2,17,36,2,10,85,3,54,27,4,41,7,0,3,2,0,0,1,💤 Inactive / At-Risk
1164,30,86735,3,1,2449,149.64,4,21,15,9,7,536,76,439,163,54,33,11,4,12,0,1,0,0,🏆 Premium Loyalists
1165,62,61756,4,5,705,39.69,3,14,62,9,5,346,4,74,1,40,20,1,0,7,0,1,0,1,💤 Inactive / At-Risk
1166,48,32506,5,2,160,42.39,0,4,46,4,4,42,6,18,6,8,6,1,2,2,1,0,0,1,💤 Inactive / At-Risk
1167,49,75940,3,4,2484,188.83,3,19,11,8,3,593,64,357,4,22,119,5,1,11,0,3,0,0,🏆 Premium Loyalists
1168,50,55202,2,2,1050,73.2,0,14,66,3,2,188,36,87,91,1,28,4,0,7,0,1,0,1,💤 Inactive / At-Risk
1169,18,54379,3,1,55,17.77,1,3,95,4,1,7,2,19,4,1,2,1,1,2,1,0,0,1,💤 Inactive / At-Risk
1170,40,102691,3,2,1971,90.13,7,28,14,10,4,927,15,295,21,14,76,12,3,11,1,4,0,0,🏆 Premium Loyalists
1171,32,74842,2,2,1416,75.52,5,24,15,9,4,393,5,559,3,8,47,9,5,11,1,2,0,0,🏆 Premium Loyalists
1172,57,48852,4,1,828,56.78,3,10,25,6,4,102,121,203,6,51,22,7,2,11,0,1,0,1,💤 Inactive / At-Risk
1173,45,50455,5,1,808,121.52,6,19,47,5,2,318,2,94,67,2,14,2,1,3,1,1,0,1,💤 Inactive / At-Risk
1174,27,37695,1,1,305,53.39,0,2,80,6,5,30,20,54,8,2,3,3,2,4,1,0,0,1,💤 Inactive / At-Risk
1175,37,34657,4,4,211,23.89,0,10,36,0,10,37,10,47,3,0,2,2,0,4,4,0,0,1,💤 Inactive / At-Risk
1176,47,41734,4,2,41,41.0,0,4,85,6,3,12,1,21,1,1,1,3,0,3,1,1,0,1,💤 Inactive / At-Risk
1177,47,63038,3,2,668,321.11,1,13,15,3,3,203,0,94,10,53,26,3,1,7,0,1,0,1,💤 Inactive / At-Risk
1178,50,72565,3,2,1579,125.08,9,23,2,11,5,612,127,429,42,191,73,6,2,17,1,1,0,0,🏆 Premium Loyalists
1179,52,49961,4,1,548,56.92,1,11,32,7,5,393,14,194,9,137,7,1,0,14,1,0,0,1,💤 Inactive / At-Risk
1180,23,53311,2,3,754,44.92,2,10,39,2,8,61,69,7,35,27,59,6,1,5,0,0,0,1,💤 Inactive / At-Risk
1181,32,52393,1,1,591,49.34,2,15,50,3,7,38,26,65,9,39,32,5,0,8,1,2,0,1,💤 Inactive / At-Risk
1182,59,47570,3,4,695,66.97,3,13,65,4,0,242,53,87,39,2,27,7,3,11,0,2,0,1,💤 Inactive / At-Risk
1183,62,53141,4,2,1917,93.7,5,18,17,6,5,941,158,350,4,200,68,4,0,7,4,3,0,0,🏆 Premium Loyalists
1184,58,62419,5,3,1010,87.98,4,1,24,2,2,170,12,86,2,19,27,4,3,8,0,0,0,1,💤 Inactive / At-Risk
1185,24,45760,2,1,355,41.07,1,5,85,4,11,25,28,32,12,1,0,2,2,6,4,0,0,1,💤 Inactive / At-Risk
1186,29,54019,5,4,71,10.6,0,5,62,3,1,1,1,19,3,2,7,0,0,2,0,1,0,1,💤 Inactive / At-Risk
1187,24,48212,2,2,629,40.4,1,12,39,2,12,47,106,50,21,6,44,5,0,3,0,1,1,1,💤 Inactive / At-Risk
1188,33,38624,5,6,387,33.69,3,6,60,0,7,46,0,59,11,8,0,2,1,3,0,0,0,1,💤 Inactive / At-Risk
1189,47,61439,4,1,0,0.0,0,1,92,3,0,11,3,17,2,0,2,1,0,2,2,0,0,1,💤 Inactive / At-Risk
1190,60,43288,4,2,890,450.51,3,11,73,3,4,208,17,213,187,5,4,6,0,5,0,0,0,1,💤 Inactive / At-Risk
1191,45,61890,3,1,1132,85.86,2,8,57,2,3,275,22,111,38,5,23,1,1,6,2,0,0,1,💤 Inactive / At-Risk
1192,48,38282,4,4,1144,87.95,2,4,51,7,3,289,7,136,81,29,0,5,0,6,0,2,0,1,💤 Inactive / At-Risk
1193,41,26054,4,1,310,25.09,0,8,45,4,8,33,12,42,2,10,8,4,1,1,2,0,0,1,💤 Inactive / At-Risk
1194,31,35235,3,5,55,28.12,0,3,93,4,0,27,2,14,1,0,2,0,1,1,0,1,0,1,💤 Inactive / At-Risk
1195,69,78974,4,3,307,37.01,5,19,86,1,0,219,43,95,6,1,11,5,2,5,0,0,0,1,💤 Inactive / At-Risk
1196,52,57281,3,1,684,116.42,0,16,46,3,4,324,86,132,29,16,17,0,2,2,3,0,0,1,💤 Inactive / At-Risk
1197,43,78249,3,1,854,39.61,8,27,18,6,6,288,58,399,35,0,80,10,5,7,2,1,0,0,🏆 Premium Loyalists
1198,27,35889,1,5,163,24.38,0,11,41,4,12,21,13,18,16,10,2,2,1,4,2,0,0,1,💤 Inactive / At-Risk
1199,57,68393,5,1,674,62.89,2,7,60,4,2,193,25,237,7,11,27,0,0,9,2,1,0,1,💤 Inactive / At-Risk
1200,29,18973,5,1,630,68.72,1,15,30,2,9,120,20,51,4,16,21,3,3,5,1,0,0,1,💤 Inactive / At-Risk
1201,31,83368,4,1,1448,90.32,2,17,14,7,7,709,42,382,40,149,108,8,1,16,0,1,0,0,🏆 Premium Loyalists
1202,31,69093,5,4,626,55.91,1,7,21,1,10,106,10,73,0,89,42,2,1,10,0,1,0,1,💤 Inactive / At-Risk
1203,42,60067,2,1,532,46.1,3,11,36,2,3,218,4,123,14,1,20,3,1,5,0,0,0,1,💤 Inactive / At-Risk
1204,25,93558,3,2,2138,123.58,10,23,18,6,2,746,7,383,4,31,97,11,0,8,1,2,0,0,🏆 Premium Loyalists
1205,54,95045,3,1,1638,113.08,7,21,9,6,4,675,186,576,33,67,118,6,4,11,1,1,1,0,🏆 Premium Loyalists
1206,35,44419,4,1,838,55.22,0,8,17,3,14,109,12,89,4,38,60,6,1,5,2,0,0,1,💤 Inactive / At-Risk
1207,52,35150,4,1,145,14.74,0,7,56,3,8,68,2,38,7,11,5,5,1,6,1,0,0,1,💤 Inactive / At-Risk
1208,34,60262,4,1,693,46.24,3,6,30,5,3,359,32,155,10,7,21,2,1,4,0,0,0,1,💤 Inactive / At-Risk
1209,31,69594,5,1,398,18.97,3,19,66,1,7,85,16,22,6,11,28,4,2,9,2,0,0,1,💤 Inactive / At-Risk
1210,22,59662,3,1,51,51.0,1,4,115,5,1,13,15,20,7,0,2,0,0,4,3,0,0,1,💤 Inactive / At-Risk
1211,57,43285,1,2,473,44.47,0,2,64,3,7,256,19,184,3,21,30,2,3,3,1,0,0,1,💤 Inactive / At-Risk
1212,56,59244,1,2,820,80.12,6,15,14,2,4,45,13,95,42,21,19,2,2,6,4,1,0,1,💤 Inactive / At-Risk
1213,61,56594,3,1,687,83.78,1,8,50,3,2,157,14,77,22,24,29,3,4,1,0,1,0,1,💤 Inactive / At-Risk
1214,51,81967,5,4,2037,92.14,4,23,16,8,7,787,176,563,96,31,110,14,5,10,0,2,0,0,🏆 Premium Loyalists
1215,48,38618,3,1,196,17.61,0,8,51,2,3,14,27,43,10,7,5,7,2,5,7,0,0,1,💤 Inactive / At-Risk
1216,58,44383,5,1,43,3.7,1,2,58,4,5,42,3,56,1,4,8,2,0,4,2,0,0,1,💤 Inactive / At-Risk
1217,39,78821,4,1,1895,68.65,7,20,16,10,3,549,200,572,98,120,91,7,4,12,1,1,0,0,🏆 Premium Loyalists
